ANALYSIS_ID,CUSTOMER_ID,IMAGE_STAGE_PATH,SKIN_HEX,SKIN_LAB,SKIN_RGB,LIP_HEX,LIP_LAB,LIP_RGB,LIP_IS_NATURAL,ESTIMATED_NATURAL_LIP_HEX,FITZPATRICK_TYPE,MONK_SHADE,UNDERTONE,ITA_ANGLE,MAKEUP_DETECTED,DETECTED_MAKEUP_TYPES,CONFIDENCE_SCORE,FACE_QUALITY_SCORE,LIGHTING_QUALITY,ANALYZED_AT,ANALYSIS_DURATION_MS,MODEL_VERSION
cdc4064e-9281-4532-b8b1-7a762b06bcf9,70b60d7c-b66b-4503-9845-90fae42b2629,@CUSTOMERS.FACE_IMAGES/70b60d7c-b66b-4503-9845-90fae42b2629/analysis_2.jpg,#ffc5a2,"[
  60.77225674075736,
  10.571622530571574,
  12.22424559057014
]","[
  219,
  151,
  154
]",#9a6057,,,False,,4,5,Warm,42.5,False,"[
  ""lipstick""
]",0.98,0.71,acceptable,2025-10-10 12:42:35,1610,1.0.0
dd5b9107-4fd9-4144-a61f-3ef83203cddf,70b60d7c-b66b-4503-9845-90fae42b2629,@CUSTOMERS.FACE_IMAGES/70b60d7c-b66b-4503-9845-90fae42b2629/analysis_3.jpg,#16b48c,"[
  75.44263431742489,
  -3.6307273781317706,
  25.98425563413487
]","[
  230,
  190,
  145
]",#9f4d84,,,True,,4,5,Warm,51.8,True,"[
  ""mascara"",
  ""foundation""
]",0.92,0.91,poor,2025-10-31 18:03:35,1288,1.0.0
6912819b-6a80-4875-b089-70973b6df054,70b60d7c-b66b-4503-9845-90fae42b2629,@CUSTOMERS.FACE_IMAGES/70b60d7c-b66b-4503-9845-90fae42b2629/analysis_4.jpg,#c0ca8b,"[
  57.95789456662255,
  -4.265774327328941,
  27.25977745194969
]","[
  244,
  213,
  117
]",#9d6d52,,,True,,4,5,Warm,10.1,True,[],0.88,0.75,poor,2025-11-11 20:44:35,1647,1.0.0
53d0ea77-0ef5-4b82-b587-e57eaf478eae,70b60d7c-b66b-4503-9845-90fae42b2629,@CUSTOMERS.FACE_IMAGES/70b60d7c-b66b-4503-9845-90fae42b2629/analysis_5.jpg,#3cb494,"[
  70.98433274774663,
  14.835035557816816,
  11.884498350913265
]","[
  187,
  141,
  150
]",#d94a5e,,,True,,4,5,Warm,38.2,True,"[
  ""eyeshadow"",
  ""foundation""
]",0.86,0.8,acceptable,2025-09-11 22:08:35,1406,1.0.0
723b59eb-c2e5-4e03-bc81-f93b78d59324,6c3ebeec-b176-4821-a8aa-18e90467cac5,@CUSTOMERS.FACE_IMAGES/6c3ebeec-b176-4821-a8aa-18e90467cac5/analysis_1.jpg,#a6b66c,"[
  64.16714215441057,
  11.863543301059561,
  21.246894138315113
]","[
  229,
  153,
  143
]",#965f5b,,,False,,4,6,Neutral,39.3,True,"[
  ""lipstick"",
  ""mascara""
]",0.83,0.83,good,2025-09-26 18:51:35,1656,1.0.0
d786af99-3e56-4f1c-98c7-527d43c22d44,6c3ebeec-b176-4821-a8aa-18e90467cac5,@CUSTOMERS.FACE_IMAGES/6c3ebeec-b176-4821-a8aa-18e90467cac5/analysis_2.jpg,#e2a980,"[
  58.33859678548518,
  8.700420012701802,
  25.590185166912647
]","[
  243,
  219,
  164
]",#b35a79,,,True,,4,6,Neutral,48.1,True,[],0.94,0.72,good,2025-08-30 23:50:35,1581,1.0.0
ec5044f1-71d8-4303-b163-a37c80f7defa,6c3ebeec-b176-4821-a8aa-18e90467cac5,@CUSTOMERS.FACE_IMAGES/6c3ebeec-b176-4821-a8aa-18e90467cac5/analysis_3.jpg,#c7ca94,"[
  78.866926354353,
  2.2648024217662517,
  25.617304213400093
]","[
  187,
  179,
  162
]",#b25466,,,False,,4,6,Neutral,32.0,True,"[
  ""foundation""
]",0.97,0.9,acceptable,2025-09-02 18:53:35,769,1.0.0
d984a12b-e5ea-407b-ae7e-0932a4c9b556,6c3ebeec-b176-4821-a8aa-18e90467cac5,@CUSTOMERS.FACE_IMAGES/6c3ebeec-b176-4821-a8aa-18e90467cac5/analysis_4.jpg,#c0cc81,"[
  56.72263681670802,
  4.119162804674058,
  23.973607652824946
]","[
  187,
  143,
  160
]",#a3385c,,,True,,4,6,Neutral,11.8,True,"[
  ""foundation""
]",0.89,0.79,good,2025-08-28 15:20:35,1087,1.0.0
724d17e5-edbd-4d2c-a2e5-25589c218765,97ce8190-f7a6-4d38-878b-098267210a88,@CUSTOMERS.FACE_IMAGES/97ce8190-f7a6-4d38-878b-098267210a88/analysis_1.jpg,#53cba9,"[
  50.832600325750775,
  12.320820854803962,
  25.477514349048615
]","[
  184,
  145,
  151
]",#c2777d,,,False,,2,3,Cool,47.9,False,"[
  ""eyeshadow""
]",0.83,0.73,acceptable,2025-11-08 16:29:35,866,1.0.0
43fa79a2-3058-47cf-8298-5613551d8466,97ce8190-f7a6-4d38-878b-098267210a88,@CUSTOMERS.FACE_IMAGES/97ce8190-f7a6-4d38-878b-098267210a88/analysis_2.jpg,#31a37b,"[
  58.356058835236,
  -2.6233509122140664,
  26.6933413108772
]","[
  225,
  159,
  171
]",#cb4876,,,True,,2,3,Cool,14.0,True,"[
  ""mascara"",
  ""eyeshadow""
]",0.94,0.81,good,2025-12-03 11:47:35,1655,1.0.0
f94bcda0-f97a-41ed-8225-a0b8c5f43847,708cfd61-d52f-4b1f-9d94-7f758505f3ce,@CUSTOMERS.FACE_IMAGES/708cfd61-d52f-4b1f-9d94-7f758505f3ce/analysis_1.jpg,#88a370,"[
  56.73508211802579,
  -0.22384315062167381,
  25.414409890471823
]","[
  208,
  191,
  110
]",#bc4d6a,,,True,,3,7,Neutral,41.5,False,[],0.84,0.85,poor,2025-08-19 05:38:35,1378,1.0.0
1e09fb8c-667f-47b6-9cf7-2878c5b3c898,708cfd61-d52f-4b1f-9d94-7f758505f3ce,@CUSTOMERS.FACE_IMAGES/708cfd61-d52f-4b1f-9d94-7f758505f3ce/analysis_2.jpg,#fbca98,"[
  51.250696885719385,
  -3.7064218697563645,
  26.635940334761273
]","[
  210,
  160,
  178
]",#c25151,,,False,,3,7,Neutral,41.6,False,"[
  ""mascara""
]",0.92,0.78,poor,2025-06-26 23:29:35,554,1.0.0
dd24e79a-97ed-4ca2-8f30-3e77360511d0,708cfd61-d52f-4b1f-9d94-7f758505f3ce,@CUSTOMERS.FACE_IMAGES/708cfd61-d52f-4b1f-9d94-7f758505f3ce/analysis_3.jpg,#c19e8e,"[
  77.21681060163456,
  10.381750953897146,
  23.324722485310037
]","[
  182,
  197,
  139
]",#bc6d60,,,True,,3,7,Neutral,27.7,True,"[
  ""eyeshadow""
]",0.82,0.71,poor,2025-10-31 08:51:35,1213,1.0.0
235a6224-966d-4692-8c57-5aa15c7729f3,708cfd61-d52f-4b1f-9d94-7f758505f3ce,@CUSTOMERS.FACE_IMAGES/708cfd61-d52f-4b1f-9d94-7f758505f3ce/analysis_4.jpg,#cacf79,"[
  50.634179517084256,
  1.4970162244368073,
  19.173093560740373
]","[
  200,
  213,
  131
]",#ad5589,,,True,,3,7,Neutral,36.5,False,"[
  ""lipstick"",
  ""mascara"",
  ""eyeshadow""
]",0.91,0.76,poor,2025-11-24 15:35:35,618,1.0.0
cdafb7b6-a88c-424b-b6cc-b059e7c86db3,eed14e4a-47eb-49e9-b0f7-31795af1c2b3,@CUSTOMERS.FACE_IMAGES/eed14e4a-47eb-49e9-b0f7-31795af1c2b3/analysis_1.jpg,#24a086,"[
  75.75982635388344,
  -2.141161293045961,
  14.57341479614712
]","[
  206,
  150,
  179
]",#a46b75,,,False,,4,9,Cool,54.4,False,"[
  ""mascara""
]",0.92,0.87,poor,2025-08-27 16:28:35,597,1.0.0
2474538c-7b82-4774-9bf4-add842f45d70,eed14e4a-47eb-49e9-b0f7-31795af1c2b3,@CUSTOMERS.FACE_IMAGES/eed14e4a-47eb-49e9-b0f7-31795af1c2b3/analysis_2.jpg,#08b374,"[
  79.10317403737385,
  -3.715617596320999,
  20.221516808887536
]","[
  236,
  185,
  127
]",#a94564,,,True,,4,9,Cool,53.9,False,"[
  ""eyeshadow"",
  ""mascara"",
  ""foundation""
]",0.97,0.87,poor,2025-07-21 22:48:35,1363,1.0.0
d8e7d4ac-1c33-49ca-84b8-31414551f559,eed14e4a-47eb-49e9-b0f7-31795af1c2b3,@CUSTOMERS.FACE_IMAGES/eed14e4a-47eb-49e9-b0f7-31795af1c2b3/analysis_3.jpg,#70af92,"[
  77.37632522742395,
  -0.2140745326383815,
  23.27765064286553
]","[
  189,
  155,
  102
]",#d54d84,,,False,,4,9,Cool,24.6,True,[],0.97,0.76,good,2025-10-31 21:51:35,1033,1.0.0
a4a2f071-5b67-4627-b867-5be6884bb7bd,eed14e4a-47eb-49e9-b0f7-31795af1c2b3,@CUSTOMERS.FACE_IMAGES/eed14e4a-47eb-49e9-b0f7-31795af1c2b3/analysis_4.jpg,#3fbd9f,"[
  76.52046670094933,
  14.973802329879916,
  23.128827974710234
]","[
  237,
  209,
  165
]",#a1447c,,,False,,4,9,Cool,14.1,True,"[
  ""eyeshadow""
]",0.95,0.81,poor,2025-07-13 08:39:35,1021,1.0.0
97daf0b5-90aa-4554-9cb7-0600a6b0a27a,32a0dc27-1004-4711-a9d5-433ea3d83c20,@CUSTOMERS.FACE_IMAGES/32a0dc27-1004-4711-a9d5-433ea3d83c20/analysis_1.jpg,#1acfa1,"[
  53.904677854858996,
  14.158978460822908,
  12.749515968701868
]","[
  183,
  202,
  167
]",#ad5769,,,True,,3,5,Neutral,36.0,True,"[
  ""eyeshadow"",
  ""lipstick"",
  ""foundation""
]",0.93,0.8,acceptable,2025-10-01 07:57:35,1532,1.0.0
968c5ebb-ba22-4ad8-a6c9-68a29bfd9899,32a0dc27-1004-4711-a9d5-433ea3d83c20,@CUSTOMERS.FACE_IMAGES/32a0dc27-1004-4711-a9d5-433ea3d83c20/analysis_2.jpg,#b1b691,"[
  71.09192365607328,
  -0.12606162895222983,
  17.779795573621914
]","[
  191,
  176,
  173
]",#ce5d73,,,True,,3,5,Neutral,14.7,True,"[
  ""eyeshadow"",
  ""mascara"",
  ""lipstick""
]",0.98,0.73,good,2025-10-08 23:59:35,632,1.0.0
cf6d2dee-4ab0-468e-b321-b93f77a2e84f,e45d540f-56de-4180-a85f-3bcbd29b8311,@CUSTOMERS.FACE_IMAGES/e45d540f-56de-4180-a85f-3bcbd29b8311/analysis_1.jpg,#4bd675,"[
  51.9234425215113,
  1.404530331870495,
  21.948247854042936
]","[
  190,
  219,
  124
]",#a63261,,,True,,4,8,Neutral,36.6,False,"[
  ""eyeshadow""
]",0.83,0.83,poor,2025-06-28 20:24:35,1172,1.0.0
455f6fb2-2cb9-41c6-b4bd-fe2ecccf67ec,e45d540f-56de-4180-a85f-3bcbd29b8311,@CUSTOMERS.FACE_IMAGES/e45d540f-56de-4180-a85f-3bcbd29b8311/analysis_2.jpg,#2abaae,"[
  78.90924218969462,
  -4.815995949145188,
  17.28586782824723
]","[
  220,
  167,
  145
]",#af6a86,,,False,,4,8,Neutral,28.8,True,"[
  ""lipstick"",
  ""foundation"",
  ""eyeshadow""
]",0.81,0.78,acceptable,2025-11-29 22:34:35,1508,1.0.0
4a0eea23-b1f0-4975-99a9-55c0df490dff,e45d540f-56de-4180-a85f-3bcbd29b8311,@CUSTOMERS.FACE_IMAGES/e45d540f-56de-4180-a85f-3bcbd29b8311/analysis_3.jpg,#f1ab6d,"[
  67.22437513649331,
  -1.0852610428860099,
  16.665477301264517
]","[
  207,
  209,
  101
]",#994482,,,False,,4,8,Neutral,28.6,True,"[
  ""mascara"",
  ""lipstick"",
  ""foundation""
]",0.83,0.72,good,2025-07-31 11:39:35,515,1.0.0
add7f1b1-4ace-4ee0-898f-c18cb7c7ca4d,e45d540f-56de-4180-a85f-3bcbd29b8311,@CUSTOMERS.FACE_IMAGES/e45d540f-56de-4180-a85f-3bcbd29b8311/analysis_4.jpg,#e8cf6d,"[
  54.99411401795682,
  -3.561027971086641,
  21.72958794616772
]","[
  184,
  208,
  146
]",#a64c53,,,False,,4,8,Neutral,52.1,True,"[
  ""lipstick"",
  ""foundation""
]",0.97,0.94,poor,2025-11-05 08:31:35,1036,1.0.0
270e50e2-ef28-4516-a793-fa7e305741a7,e45d540f-56de-4180-a85f-3bcbd29b8311,@CUSTOMERS.FACE_IMAGES/e45d540f-56de-4180-a85f-3bcbd29b8311/analysis_5.jpg,#51aaa9,"[
  73.79054068420967,
  14.834486119176617,
  12.017540085055828
]","[
  245,
  173,
  114
]",#dc5389,,,False,,4,8,Neutral,39.8,True,"[
  ""eyeshadow""
]",0.94,0.71,good,2025-07-18 23:09:35,1248,1.0.0
81052b03-832c-4855-bec5-f1270256addd,a747ef07-2037-4617-a8fe-eb3094b12a3d,@CUSTOMERS.FACE_IMAGES/a747ef07-2037-4617-a8fe-eb3094b12a3d/analysis_1.jpg,#9bab7a,"[
  65.87588811698836,
  14.722684627329535,
  25.844021127072008
]","[
  208,
  200,
  131
]",#d4616f,,,True,,5,5,Neutral,47.6,False,"[
  ""eyeshadow"",
  ""mascara"",
  ""lipstick""
]",0.88,0.84,acceptable,2025-10-21 05:13:35,1750,1.0.0
26df4e93-73d3-46be-a708-1749338636b3,a747ef07-2037-4617-a8fe-eb3094b12a3d,@CUSTOMERS.FACE_IMAGES/a747ef07-2037-4617-a8fe-eb3094b12a3d/analysis_2.jpg,#bc99a6,"[
  61.98615031037729,
  -2.239645858107615,
  26.53525396459876
]","[
  207,
  178,
  108
]",#c96271,,,True,,5,5,Neutral,19.3,True,"[
  ""eyeshadow"",
  ""foundation"",
  ""lipstick""
]",0.97,0.84,acceptable,2025-07-14 15:02:35,552,1.0.0
e17c92d4-e579-406f-bc44-e168c8f53c13,a747ef07-2037-4617-a8fe-eb3094b12a3d,@CUSTOMERS.FACE_IMAGES/a747ef07-2037-4617-a8fe-eb3094b12a3d/analysis_3.jpg,#6dbf9e,"[
  73.47114282078263,
  -1.2794792047887027,
  10.351719115300892
]","[
  211,
  166,
  178
]",#d13f73,,,False,,5,5,Neutral,38.1,True,"[
  ""eyeshadow"",
  ""foundation"",
  ""lipstick""
]",0.81,0.8,poor,2025-09-13 21:47:35,1342,1.0.0
4c7f0bb8-8876-4928-8d66-4048fadcfb50,a747ef07-2037-4617-a8fe-eb3094b12a3d,@CUSTOMERS.FACE_IMAGES/a747ef07-2037-4617-a8fe-eb3094b12a3d/analysis_4.jpg,#37d8a7,"[
  79.47481377029966,
  13.640627134435917,
  15.19087033463977
]","[
  217,
  179,
  158
]",#d95350,,,True,,5,5,Neutral,50.3,False,"[
  ""foundation"",
  ""mascara""
]",0.84,0.85,good,2025-08-05 23:21:35,1808,1.0.0
e9f3f058-5ee4-4c4d-89f7-c4f1f757c6d7,a747ef07-2037-4617-a8fe-eb3094b12a3d,@CUSTOMERS.FACE_IMAGES/a747ef07-2037-4617-a8fe-eb3094b12a3d/analysis_5.jpg,#71a06b,"[
  57.136420687481944,
  8.316313354214689,
  18.506160976594863
]","[
  189,
  153,
  154
]",#a16c8b,,,False,,5,5,Neutral,35.2,False,"[
  ""mascara""
]",0.84,0.84,acceptable,2025-09-22 21:08:35,1228,1.0.0
9344dad2-d84b-4b8f-a46a-2abf7cf311ba,46ad378d-84b5-4c70-96de-9acf36fcc452,@CUSTOMERS.FACE_IMAGES/46ad378d-84b5-4c70-96de-9acf36fcc452/analysis_1.jpg,#1ca9a5,"[
  62.61352442233091,
  2.460612164718638,
  14.764989593571604
]","[
  195,
  161,
  107
]",#d8346b,,,False,,2,4,Cool,30.5,False,"[
  ""foundation"",
  ""mascara"",
  ""lipstick""
]",0.97,0.9,poor,2025-08-27 19:40:35,1136,1.0.0
77ec45c1-db11-4702-9551-2a39ab730d2e,46ad378d-84b5-4c70-96de-9acf36fcc452,@CUSTOMERS.FACE_IMAGES/46ad378d-84b5-4c70-96de-9acf36fcc452/analysis_2.jpg,#42a6b2,"[
  62.76378712843614,
  3.737033319441556,
  27.084782061821983
]","[
  223,
  192,
  142
]",#b36983,,,True,,2,4,Cool,45.3,True,"[
  ""mascara"",
  ""foundation"",
  ""eyeshadow""
]",0.85,0.71,good,2025-06-22 23:42:35,983,1.0.0
eeb46fc3-e2a4-4b30-baae-ad1e5eea429f,46ad378d-84b5-4c70-96de-9acf36fcc452,@CUSTOMERS.FACE_IMAGES/46ad378d-84b5-4c70-96de-9acf36fcc452/analysis_3.jpg,#23d664,"[
  59.833931411594364,
  14.274715174658425,
  13.293519004755211
]","[
  194,
  144,
  112
]",#d47186,,,True,,2,4,Cool,35.8,False,"[
  ""foundation"",
  ""lipstick""
]",0.98,0.75,acceptable,2025-10-10 23:56:35,984,1.0.0
fa9936df-a345-429e-87b5-0384b67f65fc,46ad378d-84b5-4c70-96de-9acf36fcc452,@CUSTOMERS.FACE_IMAGES/46ad378d-84b5-4c70-96de-9acf36fcc452/analysis_4.jpg,#4897ac,"[
  53.93545859977181,
  8.366715276186623,
  29.991105323844266
]","[
  229,
  147,
  136
]",#ab557c,,,False,,2,4,Cool,32.8,False,"[
  ""lipstick"",
  ""foundation""
]",0.98,0.83,poor,2025-08-09 17:44:35,1356,1.0.0
878cbca2-6966-4d4f-b9a1-ad1eaa02fead,876462f2-4a7c-4760-afaa-d5e4b7d43b49,@CUSTOMERS.FACE_IMAGES/876462f2-4a7c-4760-afaa-d5e4b7d43b49/analysis_1.jpg,#cebc66,"[
  57.85820579757043,
  8.468464800368876,
  16.885326791013583
]","[
  206,
  220,
  164
]",#d24056,,,True,,4,4,Cool,53.2,True,"[
  ""mascara"",
  ""eyeshadow"",
  ""foundation""
]",0.95,0.9,poor,2025-12-18 02:58:35,672,1.0.0
943e5ac1-0748-4dc1-b582-7d0c4a902dea,a51ae3e2-c459-4cec-9b0c-871403847641,@CUSTOMERS.FACE_IMAGES/a51ae3e2-c459-4cec-9b0c-871403847641/analysis_1.jpg,#79d97b,"[
  50.449828499932316,
  4.92390864531046,
  19.861355837715145
]","[
  246,
  216,
  164
]",#9d7163,,,False,,2,6,Neutral,30.8,True,"[
  ""lipstick"",
  ""eyeshadow""
]",0.91,0.72,poor,2025-10-01 14:31:35,1753,1.0.0
030e2c3b-bfc3-44dd-b5b2-6bc21801e7d8,a51ae3e2-c459-4cec-9b0c-871403847641,@CUSTOMERS.FACE_IMAGES/a51ae3e2-c459-4cec-9b0c-871403847641/analysis_2.jpg,#d6cf8a,"[
  53.57132782472411,
  9.780095724294169,
  21.14851769104002
]","[
  193,
  215,
  175
]",#cd5771,,,False,,2,6,Neutral,38.4,True,"[
  ""lipstick"",
  ""mascara"",
  ""foundation""
]",0.94,0.75,poor,2025-11-28 20:07:35,1375,1.0.0
3a6ef569-9ced-459b-8d94-ce61641798f4,f9ad9337-553f-458a-a5eb-10994144858c,@CUSTOMERS.FACE_IMAGES/f9ad9337-553f-458a-a5eb-10994144858c/analysis_1.jpg,#87d86c,"[
  50.840060457592344,
  14.872847906968346,
  18.62320980466662
]","[
  206,
  206,
  115
]",#ce7463,,,True,,5,7,Cool,15.5,False,"[
  ""eyeshadow"",
  ""mascara"",
  ""foundation""
]",0.84,0.87,good,2025-07-30 06:59:35,578,1.0.0
f14972da-e3dd-473f-9ae1-fd779acf4996,f9ad9337-553f-458a-a5eb-10994144858c,@CUSTOMERS.FACE_IMAGES/f9ad9337-553f-458a-a5eb-10994144858c/analysis_2.jpg,#649892,"[
  79.11849587619497,
  4.431896347039011,
  22.690749822136045
]","[
  224,
  174,
  152
]",#d75d7a,,,True,,5,7,Cool,11.7,True,"[
  ""eyeshadow"",
  ""mascara""
]",0.85,0.82,poor,2025-10-16 06:40:35,1340,1.0.0
4099bfb5-eaca-48e2-82f4-48be32ac9786,f9ad9337-553f-458a-a5eb-10994144858c,@CUSTOMERS.FACE_IMAGES/f9ad9337-553f-458a-a5eb-10994144858c/analysis_3.jpg,#08d789,"[
  54.22527364511365,
  9.704365437800558,
  18.51371493361242
]","[
  214,
  168,
  163
]",#977459,,,True,,5,7,Cool,51.5,False,"[
  ""lipstick"",
  ""foundation""
]",0.94,0.87,acceptable,2025-08-11 22:50:35,684,1.0.0
b3f4dd0d-59f3-476a-ac97-05c1b8398fc8,c9a37b46-535a-4bd1-a291-2d707c6c5000,@CUSTOMERS.FACE_IMAGES/c9a37b46-535a-4bd1-a291-2d707c6c5000/analysis_1.jpg,#4fd6aa,"[
  71.56974982937395,
  2.5537854729857496,
  18.33692534388809
]","[
  233,
  153,
  159
]",#b33982,,,True,,4,4,Cool,53.2,True,"[
  ""lipstick"",
  ""eyeshadow"",
  ""foundation""
]",0.84,0.72,poor,2025-11-08 04:56:35,1437,1.0.0
42d2d52e-32ea-40c7-a674-6ec18a25b871,c9a37b46-535a-4bd1-a291-2d707c6c5000,@CUSTOMERS.FACE_IMAGES/c9a37b46-535a-4bd1-a291-2d707c6c5000/analysis_2.jpg,#bc9d77,"[
  51.83143554347576,
  12.411782435606643,
  19.00408180963687
]","[
  236,
  168,
  126
]",#be6f5f,,,True,,4,4,Cool,21.5,False,"[
  ""eyeshadow""
]",0.92,0.76,acceptable,2025-09-07 08:56:35,1392,1.0.0
7e89ec95-0004-4602-a944-c89f48e88380,c9a37b46-535a-4bd1-a291-2d707c6c5000,@CUSTOMERS.FACE_IMAGES/c9a37b46-535a-4bd1-a291-2d707c6c5000/analysis_3.jpg,#e1b2b4,"[
  78.58167334703117,
  4.567833448796083,
  27.329696660310606
]","[
  190,
  167,
  165
]",#b24650,,,False,,4,4,Cool,47.9,False,"[
  ""mascara"",
  ""lipstick""
]",0.89,0.7,poor,2025-11-11 04:32:35,1329,1.0.0
326b45df-8227-41fc-9138-28bb7eb609ff,c9a37b46-535a-4bd1-a291-2d707c6c5000,@CUSTOMERS.FACE_IMAGES/c9a37b46-535a-4bd1-a291-2d707c6c5000/analysis_4.jpg,#31dc7a,"[
  70.53809688656312,
  7.450665191783434,
  25.24840603893392
]","[
  251,
  159,
  148
]",#b4337c,,,False,,4,4,Cool,43.4,True,[],0.87,0.75,poor,2025-09-12 17:49:35,1800,1.0.0
c8777e21-a61c-458c-8b14-40811baa87d3,fff5f012-1d4f-49a0-b802-fee5affcc821,@CUSTOMERS.FACE_IMAGES/fff5f012-1d4f-49a0-b802-fee5affcc821/analysis_1.jpg,#16c28e,"[
  72.50921854382582,
  1.756278679999978,
  18.753847973403893
]","[
  214,
  178,
  143
]",#ca6b89,,,True,,5,10,Warm,48.4,False,[],0.95,0.93,poor,2025-11-16 10:27:35,867,1.0.0
485cc63e-4edc-4e97-82a4-5e00464e5bb7,fff5f012-1d4f-49a0-b802-fee5affcc821,@CUSTOMERS.FACE_IMAGES/fff5f012-1d4f-49a0-b802-fee5affcc821/analysis_2.jpg,#9bd88a,"[
  77.98441331947825,
  4.6586854818012835,
  19.373539628853372
]","[
  255,
  188,
  142
]",#ac3659,,,True,,5,10,Warm,38.5,True,[],0.95,0.9,poor,2025-07-02 06:32:35,697,1.0.0
041a04d1-609f-4265-bc2a-94ce66ba8b2f,fff5f012-1d4f-49a0-b802-fee5affcc821,@CUSTOMERS.FACE_IMAGES/fff5f012-1d4f-49a0-b802-fee5affcc821/analysis_3.jpg,#deaf6a,"[
  65.72551762703446,
  10.181517062740056,
  19.366930827583616
]","[
  242,
  203,
  103
]",#b24c5d,,,True,,5,10,Warm,43.8,False,"[
  ""mascara"",
  ""eyeshadow"",
  ""lipstick""
]",0.82,0.9,good,2025-11-22 00:16:35,740,1.0.0
e94b2502-5835-417a-ac5b-63f13bc8d769,fff5f012-1d4f-49a0-b802-fee5affcc821,@CUSTOMERS.FACE_IMAGES/fff5f012-1d4f-49a0-b802-fee5affcc821/analysis_4.jpg,#839f69,"[
  60.28851907880873,
  -1.4959160242080838,
  26.743430827047654
]","[
  250,
  163,
  141
]",#b7717a,,,True,,5,10,Warm,34.5,True,"[
  ""mascara""
]",0.94,0.84,poor,2025-07-13 05:53:35,738,1.0.0
6e556753-7b4d-40e8-8b1f-5834b6bf5af3,fff5f012-1d4f-49a0-b802-fee5affcc821,@CUSTOMERS.FACE_IMAGES/fff5f012-1d4f-49a0-b802-fee5affcc821/analysis_5.jpg,#37c3b0,"[
  65.35071036473882,
  10.410796382146025,
  21.89063987721951
]","[
  234,
  204,
  120
]",#c27551,,,True,,5,10,Warm,14.3,True,"[
  ""eyeshadow""
]",0.94,0.79,good,2025-08-23 13:05:35,571,1.0.0
2ed40fc0-8c18-44fe-a3d7-aefcfed54c2f,476ad8e1-4b86-434d-8208-419cb4848725,@CUSTOMERS.FACE_IMAGES/476ad8e1-4b86-434d-8208-419cb4848725/analysis_1.jpg,#be9d99,"[
  64.60130142616103,
  11.195344744224968,
  17.345854489920637
]","[
  214,
  145,
  120
]",#bf645e,,,True,,2,4,Warm,25.5,False,[],0.95,0.81,poor,2025-11-03 01:04:35,1072,1.0.0
f5f1bfde-2cfc-48fd-b4f3-ab6aefb9763d,476ad8e1-4b86-434d-8208-419cb4848725,@CUSTOMERS.FACE_IMAGES/476ad8e1-4b86-434d-8208-419cb4848725/analysis_2.jpg,#8b9dac,"[
  66.95301531430061,
  4.115814629980168,
  14.952393698046535
]","[
  246,
  155,
  176
]",#b44167,,,True,,2,4,Warm,43.1,False,"[
  ""mascara"",
  ""foundation"",
  ""lipstick""
]",0.88,0.78,poor,2025-12-17 12:07:35,850,1.0.0
54e38886-c42e-4790-8864-de98d9de38d6,476ad8e1-4b86-434d-8208-419cb4848725,@CUSTOMERS.FACE_IMAGES/476ad8e1-4b86-434d-8208-419cb4848725/analysis_3.jpg,#f3cd7f,"[
  56.37910683678389,
  4.245163541992811,
  22.336213891557726
]","[
  232,
  211,
  150
]",#d33b5e,,,True,,2,4,Warm,32.2,True,"[
  ""mascara"",
  ""foundation"",
  ""lipstick""
]",0.97,0.88,acceptable,2025-09-02 14:42:35,1361,1.0.0
68ee52ef-a2f3-42b1-b7f0-8352dd085609,476ad8e1-4b86-434d-8208-419cb4848725,@CUSTOMERS.FACE_IMAGES/476ad8e1-4b86-434d-8208-419cb4848725/analysis_4.jpg,#b0af76,"[
  56.98283884164932,
  3.1858083929679744,
  11.48170245588278
]","[
  204,
  168,
  176
]",#d97883,,,True,,2,4,Warm,15.0,False,[],0.85,0.83,good,2025-07-30 07:08:35,701,1.0.0
d502cfa2-2e86-4669-917f-6d0546e2005f,476ad8e1-4b86-434d-8208-419cb4848725,@CUSTOMERS.FACE_IMAGES/476ad8e1-4b86-434d-8208-419cb4848725/analysis_5.jpg,#0cb178,"[
  65.3873900387952,
  8.474582854430665,
  29.992080243021768
]","[
  243,
  160,
  179
]",#ba5666,,,True,,2,4,Warm,34.7,True,"[
  ""lipstick"",
  ""eyeshadow"",
  ""foundation""
]",0.95,0.92,acceptable,2025-11-29 11:41:35,1725,1.0.0
e530085e-bf95-4018-b564-61e50461741b,90d537e9-f036-4d56-b4bb-14014e5bab24,@CUSTOMERS.FACE_IMAGES/90d537e9-f036-4d56-b4bb-14014e5bab24/analysis_1.jpg,#e4c96d,"[
  65.62720506312904,
  -1.7080206380906104,
  12.96465945759625
]","[
  189,
  185,
  109
]",#a43c65,,,False,,5,6,Cool,49.5,False,"[
  ""lipstick"",
  ""eyeshadow"",
  ""mascara""
]",0.82,0.77,good,2025-08-19 05:24:36,816,1.0.0
