LABEL_ID,PRODUCT_ID,LABEL_TYPE,EXTRACTED_TEXT,STRUCTURED_DATA,SOURCE_IMAGE_URL,SOURCE_MEDIA_ID,EXTRACTION_MODEL,EXTRACTION_CONFIDENCE,EXTRACTION_DATE
18097301-c563-4cc0-801d-efc9d9695ca8,b4dca213-bf85-4708-ad56-712f4caed098,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0458_minimalist.png,,claude-3-5-sonnet,0.9,2025-12-19 05:24:39
bf214049-2e48-4a12-b2c5-d9024a80a2af,a50bbd10-e5eb-4a9c-b0bf-2fca2df698f7,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0459_horizontal.png,,claude-3-5-sonnet,0.92,2025-11-30 13:08:39
43c0898c-6c7c-4584-a95f-00453c798341,31dc5ddb-57d0-4199-936f-2959a86d86a5,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BEN-LIP-0460_horizontal.png,,claude-3-5-sonnet,0.89,2025-11-26 14:31:39
e12f102e-1cac-41ad-b6d4-9337e758cc90,32a30ba6-6bf6-4401-bc88-1924de5f4154,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0461_luxury.png,,claude-3-5-sonnet,0.94,2025-12-15 23:14:39
78019ca8-6a2c-4cc1-a1ee-870884587d85,c9ac25d4-fce6-47c6-9520-60e504c1676a,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAN-LIP-0462_tabular.png,,claude-3-5-sonnet,0.93,2025-12-19 21:30:39
9eeaa234-aabb-45e5-ade4-f45860f1874c,6e04b8cc-794e-40bd-935b-a4944db3cbcc,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ANA-LIP-0463_horizontal.png,,claude-3-5-sonnet,0.92,2025-11-24 14:42:39
b185fbff-8aac-41a3-bcd1-de09db8ebc85,c7f6eb35-f15f-4adb-b1eb-2c070ec6dbf5,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0464_luxury.png,,claude-3-5-sonnet,0.92,2025-12-12 22:00:39
a36c26e0-8fba-47ba-a59b-755520c55240,3d62783a-cf46-40fe-9823-6fdcacda37da,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/THE-LIP-0465_dense.png,,claude-3-5-sonnet,0.91,2025-11-19 03:40:40
668e6705-f86c-4879-8259-6c3ac97817ee,e0d89361-b4dc-49d0-aa45-f4f588811e6c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BOB-LIP-0466_vertical.png,,claude-3-5-sonnet,0.86,2025-12-19 13:18:40
24677103-c858-4e7e-bb9b-1445e30aeec4,ce0663bd-aa89-4fdf-86f7-7966efad84d2,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/KOS-LIP-0467_tabular.png,,claude-3-5-sonnet,0.94,2025-12-01 22:44:40
0daad9ac-1908-4db9-9386-ace6770900af,057bf4c4-fecb-4723-acd9-8b019a22bc05,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0468_vertical.png,,claude-3-5-sonnet,0.94,2025-12-17 19:59:40
e188c629-b10f-4b42-8e45-f5ad0bc60c33,969c7a9a-5373-4343-9a10-b639bafc7714,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/URB-LIP-0469_luxury.png,,claude-3-5-sonnet,0.86,2025-11-29 11:13:40
6084e9e8-0d53-4a0a-86e0-89f258ee3f37,db6e7368-084c-49ca-85f4-05aeb394158a,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0470_luxury.png,,claude-3-5-sonnet,0.86,2025-12-06 20:38:40
28c2ece9-bdef-4a1c-a104-b3bd050e9cc8,e5e4585f-d1a6-4ba0-a910-09db9506db4b,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-LIP-0471_luxury.png,,claude-3-5-sonnet,0.98,2025-12-11 14:59:40
6b09c16f-6f34-4e1a-bf3a-322d7cbaf1fc,aa1c476d-755c-41fe-8d1d-9d9f4bc05164,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0472_horizontal.png,,claude-3-5-sonnet,0.99,2025-12-16 11:58:40
61840b6d-eec3-4eab-bf06-767284fc16e0,ee47e3e0-a867-4279-bec2-35aaa786ced7,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CLI-LIP-0473_vertical.png,,claude-3-5-sonnet,0.93,2025-12-12 01:42:40
9147643c-0d16-4ce3-b500-8f15d557185a,fba7ea89-af3b-49de-b53f-1e9c325f2764,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0474_minimalist.png,,claude-3-5-sonnet,0.99,2025-11-29 00:07:40
8abd4ae4-4524-4408-98f9-a8b6eb864621,c097dcbc-3c87-4631-bef1-8feafdf1d903,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/THE-LIP-0475_luxury.png,,claude-3-5-sonnet,0.86,2025-12-14 09:16:41
90f4f80d-07b9-441e-8492-714e2f0d449e,74279095-61e6-4b23-b660-f1c7f5b5b858,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-LIP-0476_tabular.png,,claude-3-5-sonnet,0.86,2025-12-01 06:30:41
2b3c4c3f-ebee-4edf-8606-1957b4aae058,31961763-706b-422e-ac60-6672d811d6c5,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0477_dense.png,,claude-3-5-sonnet,0.95,2025-11-24 14:51:41
a02e831b-27b6-4f2d-955a-3be4c7f0b622,b418e389-10a0-43ce-9bb3-6eec89fd4356,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0478_tabular.png,,claude-3-5-sonnet,0.98,2025-11-24 19:27:41
ad44cf3f-66db-443d-8b20-1f0217ffecad,97463013-58e3-4b08-9052-a9cae012c100,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0479_vertical.png,,claude-3-5-sonnet,0.89,2025-11-25 19:52:41
66b7dd90-c70d-4d80-861e-2597dbe03564,383742a0-246b-45cf-9628-df513fe9a848,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-LIP-0480_horizontal.png,,claude-3-5-sonnet,0.94,2025-11-20 15:53:41
c5faabff-a344-42bb-a010-ca78ca2cf327,87908e24-96e6-4c2d-8d9a-b1354cdd0101,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0481_dense.png,,claude-3-5-sonnet,0.92,2025-12-12 07:43:41
6012b340-a2f4-44e7-869f-e4c89f40f92d,f5a8de3c-130f-4636-b4a9-773dbbdb989c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0482_horizontal.png,,claude-3-5-sonnet,0.9,2025-12-05 15:59:41
c9516ce5-cccf-4d67-ad8d-adba66388c14,3d3f08a1-120b-446b-bed6-731ceec76e79,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CLI-LIP-0483_horizontal.png,,claude-3-5-sonnet,0.88,2025-12-18 20:41:41
2f8f1248-17da-4209-b049-e7c6d2a45409,c0cd6874-a323-4a9d-88f3-f4407f02fc09,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CER-LIP-0484_horizontal.png,,claude-3-5-sonnet,0.95,2025-12-07 03:10:41
a4bbf820-819d-4cfe-bcbe-0b97b94ac8b8,34e38264-78a9-47a0-b229-f8a09a9e54b1,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0485_horizontal.png,,claude-3-5-sonnet,0.91,2025-12-07 00:30:41
1f8d92b1-86f3-4fd0-8c5b-e3aa0fb5b625,b6e165df-1392-48e6-96bb-0abb6ebe5af2,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0486_dense.png,,claude-3-5-sonnet,0.94,2025-11-29 04:59:42
9ecf408b-1d96-4e3f-8787-dae5e084bdc3,aa0f8f7d-b76f-47ee-a09d-a53752ffad5e,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0487_dense.png,,claude-3-5-sonnet,0.95,2025-11-25 10:49:42
c5f05636-057a-4293-91ea-4a22fb2029ab,f8eff1f3-f032-4363-ade3-ca9f196e1aa4,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-LIP-0488_dense.png,,claude-3-5-sonnet,0.98,2025-12-15 17:58:42
faefc792-0913-483c-ae0b-9e7ff9eaeea4,587d4501-062e-4e93-85ae-90021d9279f7,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/URB-LIP-0489_dense.png,,claude-3-5-sonnet,0.9,2025-11-21 11:18:42
65f76ac7-a4b6-4bc2-8521-063aa2d3bf8b,d655d918-33eb-4b15-a356-1e5233f5c048,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ANA-LIP-0490_vertical.png,,claude-3-5-sonnet,0.95,2025-11-20 13:22:42
30e1b8a1-b908-4b15-bbae-cac5893cf4b3,c2a375c9-94c7-4f77-91e8-0e66a393e616,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0491_tabular.png,,claude-3-5-sonnet,0.92,2025-12-18 06:51:42
260f5fa2-a1ff-42d7-b2e4-4bad91e72442,b04a4883-99cd-42d5-bcda-b5f2b6b9f026,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ANA-LIP-0492_vertical.png,,claude-3-5-sonnet,0.93,2025-12-05 11:05:42
1fae2c74-ff3e-45fe-aa7b-847cb87e929a,63dc61f7-4e9b-488e-8936-b5a6aee6f3a0,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0493_horizontal.png,,claude-3-5-sonnet,0.93,2025-12-04 18:47:42
b50bcddf-3351-4ba3-993a-c1e94d968717,f9310dc0-5590-4771-a34a-cbbc8782417e,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-LIP-0494_dense.png,,claude-3-5-sonnet,0.93,2025-12-09 23:57:42
a9b87cc4-d5e2-47be-b457-a79b61cf86ef,d4ccaed3-f1c2-4557-a11e-2f4e59c372f7,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0495_dense.png,,claude-3-5-sonnet,0.92,2025-11-21 04:56:42
dd844a0d-7e7f-4617-a4c8-86058cd86bf8,89ce4d67-b1e7-4025-a3c1-9c4d3e5eae98,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0496_luxury.png,,claude-3-5-sonnet,0.93,2025-11-22 20:25:42
36cd8f9b-fb20-476d-945c-5299989c7b1e,f5c8b197-6be1-4de1-ad5b-6d0f74bd345a,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BOB-LIP-0497_minimalist.png,,claude-3-5-sonnet,0.91,2025-11-21 14:39:43
de968cc8-07b5-405a-867c-07964afdd76a,847ab51b-8b7f-4449-be64-c020887e33c4,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CER-LIP-0498_tabular.png,,claude-3-5-sonnet,0.96,2025-12-09 19:26:43
33c63784-29ad-4564-bf05-8ed6d84da062,e1662e1c-49a8-4eda-b4a3-4deb5e242b1b,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0499_vertical.png,,claude-3-5-sonnet,0.89,2025-11-26 00:17:43
418d1589-d746-459f-9ac9-a3a4adc395dc,a6f0bad9-a49c-4a37-8836-2457f7868de7,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0500_tabular.png,,claude-3-5-sonnet,0.87,2025-12-02 05:58:43
3f3c254f-dc9e-407f-8ee6-ce31aa3447ca,30b136d7-2e5d-4044-b0c4-079c84a65a95,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/THE-FAC-0001_tabular.png,,claude-3-5-sonnet,0.96,2025-12-13 16:05:43
e3ee4ab9-a8d3-44a3-91f6-4f9930cd2ba0,e9dd30aa-4fef-46fb-9d40-e91a80ee3b09,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-FAC-0002_luxury.png,,claude-3-5-sonnet,0.89,2025-12-10 07:10:43
f56e773a-7422-4e3c-8305-e7a56e622f03,f6b6226c-aec8-4271-b69c-54ea83398454,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-FAC-0003_horizontal.png,,claude-3-5-sonnet,0.95,2025-12-01 17:51:43
de2fda84-1343-495c-93eb-54b1d101fde0,f427768f-8413-4b7c-aa05-7bfd716ec81c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAN-FAC-0004_vertical.png,,claude-3-5-sonnet,0.98,2025-12-08 07:41:43
41227d20-ef6a-4f53-a895-4074bf6d6407,51c376a9-74e1-4ec2-b721-882fc634bcec,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/THE-FAC-0005_tabular.png,,claude-3-5-sonnet,0.96,2025-12-04 02:03:43
5921988f-c305-41db-a262-19c7afa2708e,f86dd927-3e09-48b5-8835-b82a0318802c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAN-FAC-0006_tabular.png,,claude-3-5-sonnet,0.87,2025-12-06 12:28:43
3e068e83-7c34-457c-b852-5fc5f247d3c0,c176f305-3b8b-4a6f-82ed-c1f90b7946e8,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-FAC-0007_dense.png,,claude-3-5-sonnet,0.85,2025-12-10 17:56:43
7cfd3ee6-7824-473e-b6cf-24071da134cc,048c7a94-9eac-49ff-b020-23fbd6fe6fd9,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/URB-FAC-0008_dense.png,,claude-3-5-sonnet,0.88,2025-11-21 05:48:44
cfa3b284-46ea-492e-8c66-5de5cbff176d,07a5f359-dcf9-4219-ad83-6c99c9a51e57,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-FAC-0009_minimalist.png,,claude-3-5-sonnet,0.86,2025-12-08 09:32:44
2db33a9f-9125-4dc6-8fe3-be6b8419b890,66ae21fa-f936-45c7-9b40-9b00e551b672,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-FAC-0010_horizontal.png,,claude-3-5-sonnet,0.89,2025-11-21 21:40:44
9f6e42c4-2656-4c6b-8458-c1f2c362c7dc,d6363378-029b-447b-a992-a4d3f5ce5dc2,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ANA-FAC-0011_vertical.png,,claude-3-5-sonnet,0.88,2025-12-01 01:29:44
919d239e-a894-4f6e-8c3b-4ec21da6a7b2,f0559e84-eead-4db5-838d-36c8c596b457,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-FAC-0012_luxury.png,,claude-3-5-sonnet,0.86,2025-12-02 06:28:44
86f5e013-e18f-45fa-91bc-4831337ff395,5355481c-5b45-4bfc-a84f-7351fb249586,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/URB-FAC-0013_horizontal.png,,claude-3-5-sonnet,0.94,2025-11-20 14:16:44
e8cdf20d-73a2-4b66-8ae9-deb5211057b6,fed612d9-b874-4c8e-bece-0f5d3f7827d5,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-FAC-0014_tabular.png,,claude-3-5-sonnet,0.99,2025-12-15 05:42:44
b9752a37-0c3d-4b83-b63c-01fec397f9a1,14949ada-fea6-4966-acd7-44cd22df5435,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/THE-FAC-0015_tabular.png,,claude-3-5-sonnet,0.94,2025-11-29 09:36:44
7ef3aebe-6a4a-44d4-8feb-192af0d20e0f,8cbefe3a-0f6f-49de-b050-6c6134667786,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-FAC-0016_luxury.png,,claude-3-5-sonnet,0.96,2025-11-30 00:43:44
e5c9f0cf-f2e7-4946-a963-b8ccac4f9d8b,50299332-8d76-40b2-8237-0afc6df4d41f,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-FAC-0017_vertical.png,,claude-3-5-sonnet,0.97,2025-12-16 10:16:45
fd46056b-0f11-4ad2-b5b4-3a74236174e3,93a65a41-08a1-43a1-9a4d-339b211d2e78,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-FAC-0018_luxury.png,,claude-3-5-sonnet,0.92,2025-12-06 16:59:45
53282a1a-3d3f-4e9f-beb1-bd385ee7790d,463835b3-b775-494d-ac42-fa2b7ccc10e6,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BEN-FAC-0019_luxury.png,,claude-3-5-sonnet,0.87,2025-12-15 17:08:45
cb25a4fa-c247-4452-8d98-5037c88342e8,29356c45-e9b9-48f3-aa73-caa93a21c1d6,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-FAC-0020_tabular.png,,claude-3-5-sonnet,0.86,2025-11-26 05:13:45
1b9c9d7a-db62-4407-a17b-656d41523f12,220fadb0-b986-4e26-9e28-c00807324fad,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HUD-FAC-0021_horizontal.png,,claude-3-5-sonnet,0.85,2025-12-18 09:25:45
47be052b-b2c5-448b-b109-a303977293c1,91aec71e-060a-4491-aab7-e8c6d0cfa76c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-FAC-0022_minimalist.png,,claude-3-5-sonnet,0.86,2025-11-24 11:44:45
6a5358e8-89b8-42ae-8902-053adbb04ca3,1efa2629-c279-48cf-819a-cd5843f286e2,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-FAC-0023_horizontal.png,,claude-3-5-sonnet,0.98,2025-11-28 04:49:45
135a200f-1cfb-4c64-a0d0-e46d14b32b08,1c0889ad-2e9b-4efa-a9ba-ae77b4e18a31,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/PAT-FAC-0024_dense.png,,claude-3-5-sonnet,0.96,2025-12-17 06:53:45
2694db9f-d80f-4e37-858a-7c3883a45db1,e137a68d-0c53-4ba7-bbbe-07f87f77da9a,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-FAC-0025_minimalist.png,,claude-3-5-sonnet,0.95,2025-12-05 12:14:45
b1360710-4516-4d2d-8902-10c9a818b48f,36e61072-36f3-49bd-8d30-7621d04099ae,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-FAC-0026_minimalist.png,,claude-3-5-sonnet,0.88,2025-11-20 22:23:45
2573ddaf-9770-446e-94ee-8dd221d4dd48,ce55957c-fc57-4425-adcb-171fe8cf35fd,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAC-FAC-0027_horizontal.png,,claude-3-5-sonnet,0.96,2025-12-06 17:23:46
2be8794f-89eb-4d02-aa33-f527b6b01beb,56e8d3f1-c4d7-4dc1-b127-98a68a8a8a64,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-FAC-0028_vertical.png,,claude-3-5-sonnet,0.87,2025-12-19 14:14:46
cf5eb968-1c1c-45d2-95dd-f705c6332b47,4b0f46e5-eda5-4786-beb6-e863d3d324c1,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/URB-FAC-0029_minimalist.png,,claude-3-5-sonnet,0.93,2025-12-17 21:16:46
f242ce75-946e-466b-b982-4fc2a836469f,ce5483e6-6bc8-47da-b768-e85ac4332c13,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-FAC-0030_dense.png,,claude-3-5-sonnet,0.92,2025-11-25 05:38:46
6f998a21-6072-44e9-9c0b-5c17500739a3,37f4366c-5790-4727-94bd-522b8120fb29,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-FAC-0031_dense.png,,claude-3-5-sonnet,0.89,2025-12-16 18:34:46
ac7c487f-dc16-4e44-8952-3193ef9af9e8,7f218865-652e-4bb1-880f-61763e984132,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-FAC-0032_tabular.png,,claude-3-5-sonnet,0.87,2025-12-14 08:51:46
541eced1-1637-4342-af74-b2fe450f4251,5e27fa67-88bf-4341-b983-9e3369fb4ad9,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-FAC-0033_horizontal.png,,claude-3-5-sonnet,0.98,2025-12-13 20:58:46
baa7907a-9d53-4930-bb1a-097d4039fd34,f053937d-b93a-4d3e-87b8-0791ff6ff4e6,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-FAC-0034_vertical.png,,claude-3-5-sonnet,0.88,2025-12-04 10:43:46
198a71dd-761c-488e-b96a-c5208a99f559,8a00d2ee-4475-4368-ba34-6b70174e0af6,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/GLO-FAC-0035_tabular.png,,claude-3-5-sonnet,0.99,2025-12-08 12:00:46
3ab9adfa-2cac-4f6a-8933-c6da9dde48ce,6c67a503-5157-48cc-a3fe-a0964e34d745,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAN-FAC-0036_dense.png,,claude-3-5-sonnet,0.89,2025-12-01 20:54:46
3a46ef29-c59c-4192-8cf5-b4e45c252af1,a057f677-9938-48d5-afba-193605d13490,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/GLO-FAC-0037_dense.png,,claude-3-5-sonnet,0.97,2025-11-22 01:33:47
9a4f0f09-1a55-43f8-a042-84691d33991a,763ce7f3-e3b3-4688-8ddd-b523af9b66d1,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-FAC-0038_minimalist.png,,claude-3-5-sonnet,0.97,2025-12-09 07:50:47
df04a2a3-604a-464d-8736-3687c4ab4caa,2dd032bd-0c21-4c79-b9e7-cd839cb31c6c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/PAT-FAC-0039_horizontal.png,,claude-3-5-sonnet,0.97,2025-12-15 09:21:47
ab74c754-6482-4bf4-85fe-1d26947611cc,9b2f3e9e-9461-456a-bda9-712fdc0f9be1,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-FAC-0040_dense.png,,claude-3-5-sonnet,0.99,2025-11-30 01:19:47
c4d2f523-4a29-4dd0-a007-0acfd5db7918,e3425f5d-40a0-4ccb-a556-fc0845500934,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CER-FAC-0041_tabular.png,,claude-3-5-sonnet,0.88,2025-12-18 00:30:47
242e9740-13ea-4226-9681-bd781f5e6e68,337d7653-4629-4b5e-80fb-12433106cc35,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-FAC-0042_luxury.png,,claude-3-5-sonnet,0.95,2025-12-03 07:14:47
6114ebcf-6cc8-4c53-9a52-d12aeb8e6494,55d6ca2c-b8c2-4e7c-9719-9f14d7a6ca6f,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-FAC-0043_horizontal.png,,claude-3-5-sonnet,0.9,2025-11-26 19:14:47
f8352e98-2107-49c8-8f38-b84a5810b830,72623b7a-8655-4440-a8cc-cda29f6914f4,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-FAC-0044_minimalist.png,,claude-3-5-sonnet,0.88,2025-11-21 18:03:47
66fef0a6-5706-482d-bb46-84110f0e6109,180a416b-0f4e-4bf5-b084-f7501fdff6dc,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-FAC-0045_dense.png,,claude-3-5-sonnet,0.91,2025-11-23 23:41:47
9bdd316f-c8ba-4e43-87fd-fab1fd4e6f9a,9bd4d43b-dd04-4ea4-909f-c359e7de5926,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-FAC-0046_horizontal.png,,claude-3-5-sonnet,0.94,2025-12-02 23:11:47
08e17149-16ef-4bc5-b1fd-933ac747bb53,1a650b59-e651-45fe-9ec2-9314485eb93f,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-FAC-0047_tabular.png,,claude-3-5-sonnet,0.95,2025-11-28 23:10:48
db97e67c-31fa-4732-b6b0-9846d2450a7d,ec5415bf-a552-41f6-9791-0cd34b26e6eb,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-FAC-0048_minimalist.png,,claude-3-5-sonnet,0.97,2025-11-30 17:01:48
097d1934-b336-4897-9c51-e4ee7faa8377,66cc91cb-d0ac-4a2d-bc7e-e10d704acac0,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-FAC-0049_minimalist.png,,claude-3-5-sonnet,0.94,2025-11-22 16:05:48
8c0a023f-8278-4dac-a6e8-43ec12278b9d,2f0ee2a5-db02-451b-b7c6-ab173205ee3f,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-FAC-0050_luxury.png,,claude-3-5-sonnet,0.86,2025-11-25 04:44:48
2cb9a575-8d72-4b83-a007-721352f8a756,5cc2c3a9-8461-4962-8d8b-0fd394e6223d,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAN-FAC-0051_minimalist.png,,claude-3-5-sonnet,0.97,2025-11-20 15:07:48
ba54d0b2-2a87-496d-85ed-b850e89cdfe0,0373515b-361f-4ccc-bdd2-7699eb3610f3,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-FAC-0052_horizontal.png,,claude-3-5-sonnet,0.98,2025-12-07 23:26:48
6182e154-2ab8-4ebc-ae90-44b0ff9e84d0,d98b2369-e4ef-431a-9970-82cb0f40f46d,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAN-FAC-0053_vertical.png,,claude-3-5-sonnet,0.86,2025-12-15 13:19:48
b14c4584-5b1f-4340-8c51-1a7bc17ff8b3,da4fbd1c-45f9-40d1-a23a-491e7e369650,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CLI-FAC-0054_minimalist.png,,claude-3-5-sonnet,0.93,2025-11-26 02:09:48
fd39b730-cb4f-4bb7-92b9-8683057f7049,5829204a-d6e8-4aac-8967-f71647edc236,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/GLO-FAC-0055_horizontal.png,,claude-3-5-sonnet,0.88,2025-12-07 08:06:48
936ced48-9554-4d8d-9283-82b27fa61873,3b06eb53-2314-4d6f-bcd7-be3866ebab8a,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-FAC-0056_luxury.png,,claude-3-5-sonnet,0.88,2025-12-19 21:48:49
4099be72-0813-4398-a61d-14b7d122bca3,1e22433b-3af1-4181-ad8e-3e37ee1eee6b,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-FAC-0057_luxury.png,,claude-3-5-sonnet,0.91,2025-12-04 05:49:49
94cdf790-bcc4-4962-82af-8186fee77e17,6dd6d5eb-f000-46b4-b891-dbf257e1e2b1,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-FAC-0058_luxury.png,,claude-3-5-sonnet,0.86,2025-11-24 11:48:49
5fa6d55d-04ff-481e-91cb-78ebf1fe00c0,2575fc7b-5067-4679-832f-ae3d18db9e82,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAC-FAC-0059_minimalist.png,,claude-3-5-sonnet,0.86,2025-12-03 23:37:49
2c842e51-5a90-470b-9723-5ffe2758e084,e6328e53-41bb-41a7-9706-ff73ba22d43c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-FAC-0060_vertical.png,,claude-3-5-sonnet,0.85,2025-12-16 03:01:49
5efdfe63-45c2-4a73-abf1-a485e032d13e,0cb747f8-351d-4a64-a843-60014d0e4b34,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/PAT-FAC-0061_dense.png,,claude-3-5-sonnet,0.92,2025-12-18 22:22:49
